Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Junior Fernandez,Cardinals,0,0,6.05,0,0,0,1,1,1,0,1,1,1.75,5.07,5.41,6.12,0,0,999,sa831812
Oswaldo Martinez,,0,0,6.03,0,1,0,1,1,1,0,1,1,1.77,5.8,5.79,6.12,0,0,999,sa393077
Ian Tompkins,,0,0,5.76,0,1,0,1,1,1,0,1,1,1.87,6.57,7.39,6.12,0,0,999,sa827448
Jose Nin,White Sox,0,0,5.91,0,1,0,1,1,1,0,1,1,1.74,5.38,5.45,6.12,0,0,999,sa828548
Zach Thompson,White Sox,0,0,5.99,0,0,0,1,1,1,0,1,1,1.79,5.62,5.97,6.12,0,0,999,sa602893
Jesus Rodriguez,,0,0,6.06,0,0,0,1,1,1,0,0,1,1.72,4.07,4.55,6.12,0,0,999,sa323452
Alexis Garza,,0,0,6.01,0,0,0,1,1,1,0,1,1,1.8,5.1,5.86,6.12,0,0,999,sa3001050
Nick Neumann,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.7,5.06,4.82,6.12,0,0,999,sa829585
Hugo Gutierrez,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.73,5.16,5.3,6.12,0,0,999,sa544302
Jorge Rivera,,0,0,6.1,0,0,0,1,1,1,0,1,1,1.71,5.45,5.05,6.12,0,0,999,sa824922
Lane Hobbs,White Sox,0,0,6.03,0,1,0,1,1,1,0,1,1,1.67,5.35,4.58,6.12,0,0,999,sa918431
Colin Holderman,Mets,0,0,6.06,0,0,0,1,1,1,0,1,1,1.77,5.4,5.7,6.12,0,0,999,sa918172
Gregorio Sequera,Dodgers,0,0,5.91,0,0,0,1,1,1,0,1,1,1.75,5.31,5.7,6.12,0,0,999,sa876537
Jordan Minch,Cubs,0,0,5.68,0,1,0,1,1,1,0,1,1,1.84,6.27,7.16,6.13,0,0,999,sa827492
Jeff Marquez,,0,0,6.17,0,0,0,1,1,1,0,1,0,1.65,4.77,4.04,6.13,0,0,999,7456
Bryan Sammons,Twins,0,0,6.03,0,0,0,1,1,1,0,1,1,1.75,5.82,5.59,6.13,0,0,999,sa3003932
Tomas Solis,,0,0,5.94,0,0,0,1,1,1,0,1,0,1.65,4.51,4.2,6.13,0,0,999,sa508197
Peter Lannoo,Giants,0,0,5.97,0,0,0,1,1,1,0,1,1,1.81,4.63,5.99,6.13,0,0,999,sa3004773
Algenis Martinez,Red Sox,0,0,6.03,0,1,0,1,1,1,0,1,1,1.73,6.08,5.75,6.13,0,0,999,sa737233
Sam Thoele,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.78,6.13,6.21,6.13,0,0,999,sa875604
Dalton Geekie,Braves,0,0,6.02,0,1,0,1,1,1,0,1,1,1.81,5.84,6.24,6.13,0,0,999,sa875332
Daniel Cordero,,0,0,6.1,0,0,0,1,1,1,0,1,1,1.75,5.39,5.37,6.13,0,0,999,sa657244
Paul Hendrix,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.75,6.4,6.04,6.13,0,0,999,sa658907
Logan Sawyer,,0,0,5.99,0,1,0,1,1,1,0,1,1,1.76,5.54,5.71,6.13,0,0,999,sa829628
Bringnel Mendez,Yankees,0,0,5.86,0,1,0,1,1,1,0,1,1,1.77,5.78,5.91,6.13,0,0,999,sa873208
Cameron Griffin,,0,0,5.99,0,1,0,1,1,1,0,1,1,1.71,6.17,5.51,6.13,0,0,999,sa738927
Matt Clancy,Mariners,0,0,5.78,0,1,0,1,1,1,0,1,1,1.79,6.42,6.56,6.13,0,0,999,sa872718
Tobias Myers,Rays,0,0,5.98,0,0,0,1,1,1,0,1,1,1.72,5.26,5.3,6.13,0,0,999,sa918088
Jordan DeLorenzo,,0,0,5.87,0,1,0,1,1,1,0,1,1,1.79,6.11,6.35,6.13,0,0,999,sa827452
Nick Cunningham,,0,0,6.05,0,1,0,1,1,1,0,1,1,1.79,5.11,5.68,6.13,0,0,999,sa738551
Delvy Francisco,,0,0,5.99,0,1,0,1,1,1,0,1,1,1.79,6.47,6.39,6.13,0,0,999,sa547825
Eric Dorsch,,0,0,5.95,0,1,0,1,1,1,0,1,1,1.83,5.49,6.35,6.13,0,0,999,sa738722
Alex Wells,Orioles,0,0,5.94,0,0,0,1,1,1,0,1,0,1.56,4.67,3.33,6.13,0,0,999,sa919319
Joel Vargas,,0,0,6.1,0,0,0,1,1,1,0,1,0,1.58,4.77,3.42,6.14,0,0,999,sa185597
Juan Florentino,Red Sox,0,0,6.05,0,1,0,1,1,1,0,1,1,1.78,5.96,6.16,6.14,0,0,999,sa886971
Luis Carrasco,Phillies,0,0,6.02,0,0,0,1,1,1,0,1,1,1.78,5.28,5.71,6.14,0,0,999,sa827249
Jordan Carter,,0,0,6.02,0,1,0,1,1,1,0,1,1,1.8,4.99,5.75,6.14,0,0,999,sa829482
Nick Vespi,Orioles,0,0,5.94,0,0,0,1,1,1,0,1,1,1.74,5.62,5.5,6.14,0,0,999,sa875778
Jerad Grundy,,0,0,5.88,0,1,0,1,1,1,0,1,1,1.84,5.68,6.59,6.14,0,0,999,sa503656
Angel Guillen,Nationals,0,0,6.03,0,1,0,1,1,1,0,1,1,1.79,5.54,5.97,6.14,0,0,999,sa828481
Julio Benitez,Giants,0,0,6.08,0,0,0,1,1,1,0,0,1,1.73,3.99,4.88,6.14,0,0,999,sa827972
Yair Lozoya,,0,0,6.08,0,0,0,1,1,1,0,1,0,1.67,4.65,4.33,6.15,0,0,999,sa656388
Andry Rondon,Cubs,0,0,5.82,0,1,0,1,1,1,0,1,1,1.84,6.33,7.09,6.15,0,0,999,sa830157
Francisco Cambuston,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.76,5.26,5.49,6.15,0,0,999,sa596858
Mario Alcantara,,0,0,5.88,0,1,0,1,1,1,0,1,1,1.79,6.91,6.81,6.15,0,0,999,sa549183
Luis De Los Santos,,0,0,6.11,0,0,0,1,1,1,0,1,1,1.73,4.78,4.98,6.15,0,0,999,sa873752
Seth Lucio,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.81,6.3,6.53,6.15,0,0,999,sa829041
Alejandro Flores,,0,0,5.98,0,1,0,1,1,1,0,1,1,1.86,5.39,6.63,6.15,0,0,999,sa601619
Logan Boyd,Red Sox,0,0,6.05,0,0,0,1,1,1,0,1,1,1.67,5.08,4.69,6.15,0,0,999,sa875769
Victor Diaz,White Sox,0,0,5.9,0,1,0,1,1,1,0,1,1,1.82,6.39,6.73,6.15,0,0,999,sa872865
Cristian Quintin,,0,0,6.03,0,1,0,1,1,1,0,1,1,1.8,5.93,6.19,6.16,0,0,999,sa597081
Jose Barajas,,0,0,6.12,0,0,0,1,1,1,0,1,1,1.74,4.85,5.02,6.16,0,0,999,sa455494
Juan Pena,Rockies,0,0,6.22,0,1,0,1,1,1,0,1,1,1.85,5.97,6.33,6.16,0,0,999,sa828553
Carlos Misell,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.7,5.87,5.14,6.16,0,0,999,sa750535
Evan Smith,,0,0,5.89,0,1,0,1,1,1,0,1,1,1.83,5.66,6.51,6.16,0,0,999,sa739307
Caleb Smith,Giants,0,0,5.66,0,1,0,1,1,1,0,1,1,1.9,6.78,8.14,6.16,0,0,999,sa829209
Bennett Parry,,0,0,5.99,0,0,0,1,1,1,0,1,1,1.69,5.18,4.86,6.16,0,0,999,sa599520
Logan Lombana,Twins,0,0,6.07,0,1,0,1,1,1,0,1,1,1.75,5.63,5.54,6.16,0,0,999,sa875789
Braulio Ortiz,Brewers,0,0,6.06,0,1,0,1,1,1,0,1,1,1.84,7.49,7.18,6.16,0,0,999,sa603264
Leo Rosales,,0,0,6.07,0,1,0,1,1,1,0,1,1,1.7,5.76,5.17,6.16,0,0,999,5618
Craig Schlitter,Rockies,0,0,6.34,0,0,0,1,1,1,0,1,1,1.68,6.35,4.73,6.16,0,0,999,sa709582
Carlos Pinales,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.74,5.41,5.35,6.17,0,0,999,sa551690
Jeffry Fernandez,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.72,5.36,5.26,6.17,0,0,999,sa597215
Ty Boyles,Reds,0,0,5.94,0,0,0,1,1,1,0,1,1,1.7,5.28,5.05,6.17,0,0,999,sa737945
Geral Silva,Marlins,0,0,5.93,0,1,0,1,1,1,0,1,1,1.86,5.61,6.94,6.17,0,0,999,sa658471
Francisco Campos,,0,0,6.11,0,0,0,1,1,1,0,0,0,1.57,4.32,3.18,6.17,0,0,999,sa195168
Caleb Hamrick,,0,0,6.05,0,1,0,1,1,1,0,1,1,1.81,6.56,6.56,6.17,0,0,999,sa658117
Raul Carrillo,,0,0,6.08,0,0,0,1,1,1,0,0,1,1.76,4.04,5,6.17,0,0,999,sa795710
Jeffeson Medina,Mariners,0,0,5.89,0,1,0,1,1,1,0,1,1,1.83,5.19,6.32,6.17,0,0,999,sa656038
Jackson McClelland,Blue Jays,0,0,6.04,0,1,0,1,1,1,0,1,1,1.74,5.79,5.63,6.17,0,0,999,sa659000
Stetson Woods,Giants,0,0,6.06,0,0,0,1,1,1,0,1,1,1.8,4.72,5.95,6.17,0,0,999,sa829165
Daniel Koger,Rockies,0,0,6.12,0,1,0,1,1,1,0,1,1,1.85,6.03,6.43,6.17,0,0,999,sa827428
Francisco Esquivel,,0,0,5.91,0,1,0,1,1,1,0,1,1,1.78,5.71,6.08,6.17,0,0,999,sa551188
Brian Gilbert,,0,0,5.94,0,1,0,1,1,1,0,1,1,1.89,5.93,7.16,6.17,0,0,999,sa707798
Jose Lopez Cruz,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.7,4.72,4.7,6.17,0,0,999,sa509287
Charlie Barnes,Twins,0,0,6.09,0,0,0,1,1,1,0,1,1,1.77,4.95,5.43,6.17,0,0,999,sa915788
Michael Gunn,,0,0,5.86,0,1,0,1,1,1,0,1,1,1.85,6.53,7.14,6.18,0,0,999,sa827321
Jorge Castillo,,0,0,5.97,0,0,0,1,1,1,0,1,0,1.6,4.53,3.73,6.18,0,0,999,sa508060
Raymar Navarro,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.72,5.78,5.31,6.18,0,0,999,sa914202
Norwith Gudino,,0,0,6.11,0,0,0,1,1,1,0,1,1,1.75,4.89,5.25,6.18,0,0,999,sa872808
Adrian Garza,,0,0,6.05,0,1,0,1,1,1,0,1,1,1.76,5.54,5.67,6.18,0,0,999,sa509404
Alfonso Sanchez,,0,0,6.08,0,0,0,1,1,1,0,1,1,1.68,4.87,4.66,6.18,0,0,999,sa508091
Dylan Cease,White Sox,0,0,6.05,0,0,0,1,1,1,0,1,1,1.79,7.18,6.64,6.18,0,0,999,sa829000
Austin Urban,,0,0,6.01,0,1,0,1,1,1,0,1,1,1.84,5.74,6.58,6.18,0,0,999,sa549753
David Burkhalter,,0,0,6.16,0,0,0,1,1,1,0,1,0,1.64,5.06,4.17,6.18,0,0,999,sa829016
Tyler Phillips,Rangers,0,0,6.27,0,0,0,1,1,1,0,1,1,1.74,4.62,4.73,6.18,0,0,999,sa875646
Andre Del Bosque,,0,0,6.07,0,1,0,1,1,1,0,1,1,1.83,5.54,6.31,6.18,0,0,999,sa829820
Leo Crawford,Dodgers,0,0,5.78,0,0,0,1,1,1,0,1,1,1.64,4.92,4.72,6.18,0,0,999,sa872530
Luis Castillo,Diamondbacks,0,0,6.08,0,1,0,1,1,1,0,1,1,1.91,5.89,7.26,6.18,0,0,999,sa657838
Luis Fernando Vazquez,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.68,5.68,5.02,6.18,0,0,999,sa508695
Colton Cross,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.8,6.1,6.35,6.18,0,0,999,sa876066
Dakota Smith,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.73,4.91,5.17,6.19,0,0,999,sa924537
Jacob Howell,Nationals,0,0,6.04,0,1,0,1,1,1,0,1,1,1.85,6.13,6.76,6.19,0,0,999,sa918468
Blake Shouse,,0,0,6.03,0,1,0,1,1,1,0,1,1,1.85,5.26,6.42,6.19,0,0,999,sa737810
Jaime Lugo,,0,0,6.09,0,0,0,1,1,1,0,1,1,1.7,4.52,4.65,6.19,0,0,999,sa657149
Domingo Robles,Pirates,0,0,6.2,0,0,0,1,1,1,0,0,1,1.87,4.06,5.8,6.19,0,0,999,sa872881
Erick Casillas,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.76,5.5,5.65,6.19,0,0,999,sa914150
Danny Dopico,White Sox,0,0,5.9,0,1,0,1,1,1,0,1,1,1.81,7.69,7.29,6.19,0,0,999,sa875346
Mitchell Osnowitz,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.86,6.47,7.13,6.19,0,0,999,sa833270
Oscar Armenta,,0,0,5.89,0,1,0,1,1,1,0,1,1,1.8,5.23,6.06,6.19,0,0,999,sa597263
David Gutierrez,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.78,5.38,5.82,6.19,0,0,999,sa874819
Trey Teakell,Tigers,0,0,6.2,0,1,0,1,1,1,0,1,1,1.74,4.68,4.93,6.19,0,0,999,sa827438
Nicco Blank,,0,0,5.98,0,1,0,1,1,1,0,1,1,1.84,6.46,6.91,6.19,0,0,999,sa829360
Mike Burke,Orioles,0,0,6.03,0,1,0,1,1,1,0,1,1,1.66,6.02,4.79,6.2,0,0,999,sa829509
Fernando Villalobos,,0,0,6.08,0,1,0,1,1,1,0,1,1,1.77,4.65,5.36,6.2,0,0,999,sa509285
Victor Concepcion,Giants,0,0,6.08,0,0,0,1,1,1,0,1,1,1.77,5.11,5.81,6.2,0,0,999,sa827971
Cristian Alvarado,Orioles,0,0,6.14,0,0,0,1,1,1,0,1,0,1.56,4.83,3.2,6.2,0,0,999,sa657885
Miguel Gutierrez,,0,0,5.79,0,1,0,1,1,1,0,1,1,1.85,6.53,7.25,6.2,0,0,999,sa737477
Kelvin Rivas,,0,0,6.11,0,1,0,1,1,1,0,1,1,1.77,6.1,5.99,6.2,0,0,999,sa875249
Luis Enrique Rodriguez,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.74,5.2,5.34,6.2,0,0,999,sa592350
Ryan Harris,,0,0,6.03,0,1,0,1,1,1,0,1,1,1.82,5.82,6.42,6.2,0,0,999,sa602405
Manny Martinez,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.78,6.45,6.34,6.2,0,0,999,sa596321
Oscar Hurtado,,0,0,6.15,0,0,0,1,1,1,0,1,1,1.73,4.62,4.85,6.2,0,0,999,sa210450
Austin Glorius,Red Sox,0,0,6.01,0,1,0,1,1,1,0,1,1,1.85,6.74,7.26,6.2,0,0,999,sa883131
Marco Campoy,,0,0,5.87,0,1,0,1,1,1,0,1,1,1.88,6.31,7.31,6.2,0,0,999,sa655198
Pedro Silverio,Cubs,0,0,5.9,0,1,0,1,1,1,0,1,1,1.81,6.77,6.99,6.2,0,0,999,sa749438
Bob Wheatley,Cardinals,0,0,5.94,0,1,0,1,1,1,0,1,1,1.85,5.73,6.73,6.2,0,0,999,sa829397
Hector Navarro,,0,0,6.06,0,1,0,1,1,1,0,1,1,1.68,5.35,4.81,6.2,0,0,999,sa184899
Marco Carrillo,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.69,4.92,4.73,6.2,0,0,999,sa328993
Martin Anderson,,0,0,6.04,0,0,0,1,1,1,0,1,1,1.75,5.62,5.63,6.2,0,0,999,sa3004865
Spenser Watkins,Tigers,0,0,6.23,0,0,0,1,1,1,0,1,0,1.66,5.18,4.37,6.2,0,0,999,sa829520
Tyler Kolek,Marlins,0,0,6.02,0,0,0,1,1,1,0,1,1,1.84,5.34,6.6,6.2,0,0,999,sa828660
Ricardo Castro,,0,0,6.16,0,0,0,1,1,1,0,1,1,1.76,5.26,5.44,6.21,0,0,999,sa880282
Roman Rivas,,0,0,6.11,0,1,0,1,1,1,0,1,0,1.66,4.65,4.29,6.21,0,0,999,sa595860
Thomas Cosgrove,Padres,0,0,5.97,0,0,0,1,1,1,0,1,1,1.85,5.15,6.45,6.21,0,0,999,sa915675
Armando Ruiz,Athletics,0,0,6.08,0,1,0,1,1,1,0,1,1,1.76,6.28,6.1,6.21,0,0,999,sa875995
Kyle Halbohn,Angels,0,0,5.87,0,1,0,1,1,1,0,1,1,1.78,6.05,6.35,6.21,0,0,999,sa920458
Matt Flemer,Rockies,0,0,6.23,0,0,0,1,1,1,0,1,0,1.52,5.67,3.01,6.21,0,0,999,sa580429
Kaleb Earls,Brewers,0,0,6.21,0,1,0,1,1,1,0,1,1,1.79,6.15,5.95,6.21,0,0,999,sa829064
Luis Lugo,Orioles,0,0,6.02,0,0,0,1,1,1,0,1,0,1.62,5.67,4.37,6.21,0,0,999,sa597249
Juan Perez,Cardinals,0,0,6.12,0,1,0,1,1,1,0,1,1,1.8,5.66,6.14,6.21,0,0,999,sa657633
Ronald Bolanos,Padres,0,0,6.1,0,0,0,1,1,1,0,1,1,1.8,5.37,6.04,6.21,0,0,999,sa3002595
Jhoan Duran,Diamondbacks,0,0,6.24,0,0,0,1,1,1,0,1,1,1.81,4.66,5.73,6.21,0,0,999,sa873347
Remberto Romo,,0,0,6.11,0,1,0,1,1,1,0,1,1,1.77,5.82,5.85,6.21,0,0,999,sa504957
Patrick Murphy,Blue Jays,0,0,6.2,0,0,0,1,1,1,0,1,1,1.75,4.56,5.08,6.21,0,0,999,sa737629
Jose Brito,,0,0,6.08,0,1,0,1,1,1,0,1,1,1.78,5.44,5.83,6.22,0,0,999,sa550720
E.J. Encinosa,,0,0,6.08,0,1,0,1,1,1,0,1,1,1.86,5.74,6.63,6.22,0,0,999,sa502171
Gaby Almonte,,0,0,6.19,0,0,0,1,1,1,0,0,0,1.7,4.26,4.4,6.22,0,0,999,sa597214
Daniel Brito,,0,0,6.15,0,1,0,1,1,1,0,1,1,1.76,5.17,5.41,6.22,0,0,999,sa977188
Miguel Sanchez,Brewers,0,0,6.22,0,1,0,1,1,1,0,1,1,1.79,6.77,6.2,6.22,0,0,999,sa916730
Rico Garcia,Rockies,0,0,6.4,0,0,0,1,1,1,0,1,1,1.76,5.33,5.08,6.22,0,0,999,sa918679
Alex Bostic,Giants,0,0,5.86,0,1,0,1,1,1,0,1,1,1.87,6.01,7.34,6.22,0,0,999,sa918194
Tyson Miller,Cubs,0,0,6.08,0,0,0,1,1,1,0,1,1,1.7,5.26,5.09,6.22,0,0,999,sa873257
Daniel Brown,Brewers,0,0,5.99,0,1,0,1,1,1,0,1,1,1.88,6.67,7.26,6.22,0,0,999,sa918031
Alfredo Mena,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.83,6.01,6.63,6.22,0,0,999,sa828744
Tyler Hallead,Phillies,0,0,5.95,0,1,0,1,1,1,0,1,1,1.84,6.67,7.02,6.22,0,0,999,sa918521
Tyler Watson,Mariners,0,0,5.89,0,1,0,1,1,1,0,1,1,1.8,5.5,6.21,6.22,0,0,999,sa659063
Joseph Camacho,Athletics,0,0,6.2,0,1,0,1,1,1,0,1,1,1.76,5.22,5.49,6.22,0,0,999,sa913096
Seth Martinez,Athletics,0,0,6.28,0,0,0,1,1,1,0,1,0,1.68,4.6,4.39,6.22,0,0,999,sa918364
Zeke McGranahan,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.88,6.65,7.47,6.22,0,0,999,sa829385
Francisco Rodriguez,,0,0,6.16,0,0,0,1,1,1,0,0,0,1.68,4.32,4.33,6.22,0,0,999,6688
Gustavo Armas,Phillies,0,0,6.07,0,0,0,1,1,1,0,1,1,1.69,5.53,4.94,6.23,0,0,999,sa833631
Ike Schlabach,Pirates,0,0,6.23,0,0,0,1,1,1,0,0,1,1.87,4.38,5.97,6.23,0,0,999,sa875796
Wilson Santos,,0,0,6.09,0,1,0,1,1,1,0,1,1,1.84,5.6,6.4,6.23,0,0,999,sa657788
Jake Simon,Mets,0,0,5.91,0,0,0,1,1,1,0,1,1,1.87,5.18,6.76,6.23,0,0,999,sa875558
Vance Tatum,Royals,0,0,6.01,0,1,0,1,1,1,0,1,1,1.85,5.67,6.71,6.23,0,0,999,sa874233
Justin Ferrell,Astros,0,0,6.15,0,0,0,1,1,1,0,1,1,1.69,6.32,5.29,6.23,0,0,999,sa829707
Kevin Guzman,,0,0,6.21,0,0,0,1,1,1,0,1,1,1.71,5.36,5,6.23,0,0,999,sa739328
Braden Webb,Brewers,0,0,6.27,0,0,0,1,1,1,0,1,1,1.78,6.28,5.86,6.23,0,0,999,sa876362
Andre Davis,White Sox,0,0,6.06,0,0,0,1,1,1,0,1,1,1.73,5.54,5.35,6.23,0,0,999,sa875206
Brady Lail,Yankees,0,0,6.06,0,0,0,1,1,1,0,1,0,1.56,5.71,3.72,6.23,0,0,999,sa658405
Michael Fagan,,0,0,5.93,0,1,0,1,1,1,0,1,1,1.85,6.37,7,6.23,0,0,999,sa550251
Nattino Diplan,Brewers,0,0,6.23,0,0,0,1,1,1,0,1,1,1.79,5.6,5.73,6.23,0,0,999,sa737469
Mauricio Llovera,Phillies,0,0,6.06,0,0,0,1,1,1,0,1,1,1.7,6.55,5.51,6.23,0,0,999,sa871671
Pedro Brito,,0,0,6.03,0,0,0,1,1,1,0,1,1,1.82,4.79,5.98,6.23,0,0,999,sa830145
Sam Sheehan,Athletics,0,0,6.09,0,1,0,1,1,1,0,1,1,1.91,6.64,7.6,6.23,0,0,999,sa918715
Hector Garcia,,0,0,5.93,0,1,0,1,1,1,0,1,1,1.83,6.12,6.76,6.24,0,0,999,sa736906
Alex Webb,Reds,0,0,6.17,0,0,0,1,1,1,0,1,1,1.69,5.51,4.83,6.24,0,0,999,sa876242
Austin Moore,Rockies,0,0,6.33,0,1,0,1,1,1,0,1,1,1.87,5.7,6.39,6.24,0,0,999,sa918589
Mitch Gueller,,0,0,6.2,0,0,0,1,1,1,0,1,1,1.78,5.03,5.56,6.24,0,0,999,sa657870
Colin Rodgers,Royals,0,0,6.12,0,0,0,1,1,1,0,1,1,1.78,5.04,5.81,6.24,0,0,999,sa657940
Bryan Dobzanski,Cardinals,0,0,6.18,0,0,0,1,1,1,0,1,1,1.76,4.83,5.35,6.24,0,0,999,sa829656
Manuel Valdez,,0,0,5.9,0,1,0,1,1,1,0,1,1,1.88,6.2,7.24,6.24,0,0,999,sa868930
Norman Elenes,,0,0,5.99,0,1,0,1,1,1,0,1,1,1.86,5.02,6.54,6.24,0,0,999,sa504948
Gilberto Chu,Nationals,0,0,5.87,0,1,0,1,1,1,0,1,1,1.88,5.76,7.06,6.24,0,0,999,sa873302
Diego Cordero,Cardinals,0,0,6.02,0,0,0,1,1,1,0,0,1,1.86,4.45,6.19,6.24,0,0,999,sa873150
Brian Bass,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.83,5.3,6.21,6.24,0,0,999,sa879638
Adams Cuevas,Blue Jays,0,0,6.07,0,1,0,1,1,1,0,1,1,1.82,5.72,6.41,6.24,0,0,999,sa920823
Jake Drossner,Brewers,0,0,6.15,0,0,0,1,1,1,0,1,1,1.86,5.67,6.48,6.24,0,0,999,sa658554
Jesus Duenas,,0,0,6.2,0,1,0,1,1,1,0,1,1,1.75,5.21,5.25,6.24,0,0,999,sa508211
Abel Duarte,Yankees,0,0,6.07,0,1,0,1,1,1,0,1,1,1.72,6.06,5.32,6.24,0,0,999,sa828135
Brock Hartson,Indians,0,0,6.16,0,0,0,1,1,1,0,1,0,1.62,4.61,3.84,6.24,0,0,999,sa857665
Tyler Peyton,Cubs,0,0,6.12,0,1,0,1,1,1,0,1,1,1.8,5.13,5.91,6.24,0,0,999,sa876105
Francisco Moreno,,0,0,6.15,0,1,0,1,1,1,0,1,1,1.77,5.06,5.48,6.24,0,0,999,sa824739
Keegan Akin,Orioles,0,0,6.06,0,0,0,1,1,1,0,1,1,1.71,6.28,5.47,6.24,0,0,999,sa873980
Travis Eckert,Royals,0,0,6.25,0,0,0,1,1,1,0,0,1,1.76,4.28,5.13,6.25,0,0,999,sa875261
David Palladino,Yankees,0,0,6,0,1,0,1,1,1,0,1,1,1.77,6.78,6.32,6.25,0,0,999,sa599045
Aaron Myers,,0,0,6.1,0,1,0,1,1,1,0,1,1,1.78,6.26,6.21,6.25,0,0,999,sa202991
Roniel Raudes,Red Sox,0,0,6.25,0,0,0,1,1,1,0,1,0,1.63,5.33,4.35,6.25,0,0,999,sa872825
Jake Shull,Tigers,0,0,6.2,0,1,0,1,1,1,0,1,1,1.76,5.18,5.39,6.25,0,0,999,sa875585
Cristian Javier,Astros,0,0,6.21,0,0,0,1,1,1,0,1,1,1.67,6.94,5.34,6.25,0,0,999,sa874816
Alec Kenilvort,Brewers,0,0,6.22,0,1,0,1,1,1,0,1,1,1.84,6.44,6.6,6.25,0,0,999,sa829194
Josh Pennington,Brewers,0,0,6.34,0,0,0,1,1,1,0,1,1,1.77,5.88,5.53,6.25,0,0,999,sa829654
Jose Cobos,,0,0,6.12,0,1,0,1,1,1,0,1,1,1.74,5.81,5.57,6.25,0,0,999,sa508500
Willy Taveras,Mets,0,0,6.2,0,0,0,1,1,1,0,1,1,1.78,4.84,5.5,6.26,0,0,999,sa917753
Grant Zawadzki,Rangers,0,0,6.21,0,1,0,1,1,1,0,1,1,1.84,5.96,6.41,6.26,0,0,999,sa919549
Bailey Clark,Cubs,0,0,6.1,0,0,0,1,1,1,0,1,1,1.81,5.79,6.36,6.26,0,0,999,sa857562
Tripp Davis,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.85,5.75,6.75,6.26,0,0,999,sa739650
William Ouellette,Blue Jays,0,0,6.18,0,1,0,1,1,1,0,1,1,1.72,6.15,5.53,6.26,0,0,999,sa921422
Logan Longwith,Rockies,0,0,6.54,0,0,0,1,1,1,0,1,0,1.71,4.86,4.18,6.26,0,0,999,sa875267
Trent Johnson,Mets,0,0,6.13,0,0,0,1,1,1,0,0,1,1.85,4.32,5.98,6.26,0,0,999,sa918354
Mike McCarthy,,0,0,6.15,0,0,0,1,1,1,0,1,0,1.57,5.22,3.64,6.26,0,0,999,sa598776
Jacob Constante,,0,0,5.96,0,0,0,1,1,1,0,1,1,1.86,4.63,6.42,6.26,0,0,999,sa737955
Aaron Cox,Angels,0,0,5.92,0,1,0,1,1,1,0,1,1,1.77,5.55,6.08,6.26,0,0,999,sa875803
David McKay,Royals,0,0,6.3,0,0,0,1,1,1,0,0,1,1.71,4.41,4.64,6.26,0,0,999,sa738438
Alex Santana,,0,0,6.04,0,1,0,1,1,1,0,1,1,1.91,5.9,7.29,6.26,0,0,999,sa597091
Julio Muniz,,0,0,6.09,0,1,0,1,1,1,0,1,1,1.8,5.42,5.95,6.26,0,0,999,sa868928
Michael Bolaski,Angels,0,0,6.04,0,0,0,1,1,1,0,0,1,1.75,4.02,5.14,6.26,0,0,999,sa549616
Howie Brey,Astros,0,0,6.03,0,1,0,1,1,1,0,1,1,1.79,6.52,6.43,6.26,0,0,999,sa918740
Andrew Brown,Phillies,0,0,6.15,0,0,0,1,1,1,0,1,1,1.82,5,5.87,6.26,0,0,999,sa918255
Jonathan Massad,Athletics,0,0,6.34,0,0,0,1,1,1,0,0,1,1.73,4.48,4.72,6.27,0,0,999,sa738425
Greg Maisto,,0,0,5.97,0,1,0,1,1,1,0,1,1,1.85,5.54,6.68,6.27,0,0,999,sa829226
John Kilichowski,Cardinals,0,0,6.16,0,0,0,1,1,1,0,1,1,1.79,5.5,5.86,6.27,0,0,999,sa873677
Jesus Alcantar,,0,0,6.21,0,0,0,1,1,1,0,1,0,1.7,4.51,4.49,6.27,0,0,999,sa3002590
Steven Moyers,Mariners,0,0,5.98,0,1,0,1,1,1,0,1,1,1.76,4.74,5.41,6.27,0,0,999,sa920718
